name,mob_id,source_url,face_shape,vibe,cute_level,dark_level,power_level,description,image_url,human_match_score,face_visibility,object_like,animal_like,plant_like,eye_style,mouth_style,body_type,color_tone,match_tags,match_note
빨간 도마뱀,9420003,https://mapledb.kr/search.php?q=9420003&t=mob,sharp,mysterious,3,6,7,각지고 단단하며 불길한 표정을 지닌 외형,https://maplestory.io/api/KMS/389/mob/9420003/render/stand,4,7,5,8,1,sharp,angry,animal,bright,"도마뱀,불길한,신비로운,강력한,귀여운",사람 얼굴 닮은꼴 매칭 관점에서 다소 신비로운 느낌을 주는 도마뱀.
노란 도마뱀,9420004,https://mapledb.kr/search.php?q=9420004&t=mob,long,playful,6,2,4,길쭉한 외형과 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9420004/render/stand,3,6,4,7,1,big,neutral,animal,bright,"도마뱀,귀여운,노란색,플레이풀,애니멀","길쭉한 외형과 큰 눈으로 인해 사람 얼굴과의 닮은꼴 매칭이 낮지만, 귀여운 느낌이 있다."
흰 닭,9420005,https://mapledb.kr/search.php?q=9420005&t=mob,round,calm,7,1,3,둥글고 부드러운 외형으로 차분한 인상,https://maplestory.io/api/KMS/389/mob/9420005/render/stand,4,8,2,9,1,big,neutral,animal,bright,"귀여운,동물,부드러운,차분한,둥글다","부드러운 외형과 큰 눈으로 귀여운 인상을 주지만, 사람 얼굴과의 유사성은 낮음."
파이어 독,9500138,https://mapledb.kr/search.php?q=9500138&t=mob,round,strong,3,5,8,각지고 단단하며 전투적인 인상,https://maplestory.io/api/KMS/389/mob/9500138/render/stand,4,6,3,5,1,none,neutral,blob,neutral,"전투적,강력한,각진,단단한,동물형",강력한 인상을 주지만 사람 얼굴과의 유사성은 낮음.
코-크 돼지,9500143,https://mapledb.kr/search.php?q=9500143&t=mob,round,calm,7,1,3,둥글고 부드러운 외형이지만 차분한 인상,https://maplestory.io/api/KMS/389/mob/9500143/render/stand,5,3,4,2,1,none,neutral,blob,neutral,"귀여운,부드러운,차분한,둥글다,몬스터","부드러운 외형과 차분한 인상으로 사람 얼굴 닮은꼴 매칭에 적합하지만, 얼굴이 잘 보이지 않아 점수가 낮음."
코-크 달팽이,9500144,https://mapledb.kr/search.php?q=9500144&t=mob,round,cute,8,1,2,둥글고 부드러운 외형으로 귀여운 인상,https://maplestory.io/api/KMS/389/mob/9500144/render/stand,6,4,3,2,1,none,smile,blob,bright,"귀여운,부드러운,둥글다,상징적,메이플스토리","코-크 달팽이는 귀여운 외형으로 사람 얼굴과의 닮은꼴 매칭이 가능하지만, 얼굴이 잘 보이지 않아 점수가 다소 낮다."
코-크 씰,9500145,https://mapledb.kr/search.php?q=9500145&t=mob,round,cute,8,1,2,둥근 외형과 순한 인상이 특징인 몬스터,https://maplestory.io/api/KMS/389/mob/9500145/render/stand,6,3,4,2,1,none,neutral,blob,neutral,"귀여운,둥글둥글,순한,부드러운,단순한",부드러운 외형과 순한 인상으로 사람 얼굴과의 매칭 가능성이 있음.
플레이 씰,9500146,https://mapledb.kr/search.php?q=9500146&t=mob,round,mysterious,5,4,3,둥글고 기괴한 외형으로 신비로운 분위기를 가진 몬스터,https://maplestory.io/api/KMS/389/mob/9500146/render/stand,2,2,7,1,1,none,none,blob,neutral,"신비로운,기괴한,둥글다,플레이 씰,몬스터","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수를 받는 몬스터로, 얼굴이 잘 보이지 않음."
예티와 코-크텀프,9500147,https://mapledb.kr/search.php?q=9500147&t=mob,round,cute,8,2,3,둥글고 부드러운 외형에 순한 인상,https://maplestory.io/api/KMS/389/mob/9500147/render/stand,7,6,2,1,1,big,smile,blob,bright,"귀여운,둥글고 부드러운,순한 인상,메이플스토리,몬스터",부드러운 외형과 큰 눈으로 사람 얼굴과의 닮은꼴 매칭이 잘 이루어질 수 있음.
이글루 터틀,9500148,https://mapledb.kr/search.php?q=9500148&t=mob,round,calm,8,1,3,부드러운 세로형 외형과 차분한 인상,https://maplestory.io/api/KMS/389/mob/9500148/render/stand,6,7,2,5,1,big,smile,animal,cool,"귀여운,차분한,동물,부드러운,세로형",부드러운 외형과 큰 눈으로 사람 얼굴과의 매칭 가능성이 높음.
코-크 골렘,9500149,https://mapledb.kr/search.php?q=9500149&t=mob,square,strong,2,5,8,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9500149/render/stand,3,2,7,1,1,none,neutral,object,neutral,"강력한,무표정,각진,단단한,코크골렘","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수를 받음, 얼굴이 잘 보이지 않음."
아이스 골렘,9500150,https://mapledb.kr/search.php?q=9500150&t=mob,square,strong,2,3,8,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9500150/render/stand,2,3,8,1,1,none,none,object,cool,"얼음,거대,강력,무표정,돌","사람 얼굴과의 유사성이 낮고, 주로 물체에 가까운 형태."
코-크 슬라임,9500151,https://mapledb.kr/search.php?q=9500151&t=mob,round,cute,8,1,2,둥글고 말랑한 외형으로 귀엽고 순한 인상,https://maplestory.io/api/KMS/389/mob/9500151/render/stand,6,4,3,2,1,none,smile,blob,bright,"귀여운,둥글다,부드럽다,순하다,말랑하다","코-크 슬라임은 귀엽고 둥근 외형으로 사람 얼굴과의 매칭이 가능하지만, 얼굴이 잘 보이지 않아 점수가 다소 낮다."
코-크 버섯,9500152,https://mapledb.kr/search.php?q=9500152&t=mob,round,cute,8,1,2,둥글고 사랑스러운 외형에 순한 인상,https://maplestory.io/api/KMS/389/mob/9500152/render/stand,6,4,7,2,5,none,smile,blob,bright,"귀여운,둥글다,식물형,부드러운,순한","사람 닮은꼴 매칭 관점에서 귀엽고 둥근 형태가 특징적이며, 얼굴이 잘 보이지 않아 사람과의 유사성은 제한적이다."
코-크텀프,9500153,https://mapledb.kr/search.php?q=9500153&t=mob,round,mysterious,7,4,5,둥글고 기묘한 인상으로 마법적인 분위기를 가진 몬스터,https://maplestory.io/api/KMS/389/mob/9500153/render/stand,6,3,5,2,1,none,none,blob,neutral,"둥글다,신비롭다,귀엽다,마법적,몬스터","코-크텀프는 둥글고 기묘한 인상으로 사람 얼굴과의 닮은꼴 매칭이 가능하지만, 얼굴이 잘 보이지 않아 점수가 낮다."
코-크텀프 라이트,9500154,https://mapledb.kr/search.php?q=9500154&t=mob,round,mysterious,3,7,6,둥글지만 음산한 인상과 강한 기운이 느껴짐,https://maplestory.io/api/KMS/389/mob/9500154/render/stand,4,2,5,1,1,none,neutral,blob,dark,"음산한,강한,둥글다,신비로운,코믹",사람 닮은꼴 매칭 관점에서 얼굴이 잘 보이지 않아 낮은 점수를 받음.
황금돼지,9500167,https://mapledb.kr/search.php?q=9500167&t=mob,round,cute,8,1,2,둥글고 부드러운 외형으로 귀여운 인상,https://maplestory.io/api/KMS/389/mob/9500167/render/stand,6,7,3,5,2,none,smile,blob,bright,"귀여운,둥글다,부드러운,노란색,동물",부드럽고 귀여운 외형으로 사람 얼굴과의 매칭 가능성이 있음.
파파 픽시,9500170,https://mapledb.kr/search.php?q=9500170&t=mob,round,cute,8,2,3,"둥글고 귀여운 외형, 다소 무표정한 인상",https://maplestory.io/api/KMS/389/mob/9500170/render/stand,5,7,2,1,1,none,neutral,blob,bright,"귀여운,둥글다,무표정,마법사,픽시","둥글고 귀여운 외형이 사람 얼굴과의 매칭에 적합하지만, 무표정한 인상으로 인해 사람 닮은꼴 점수는 중간 정도."
블루 머쉬맘,9500176,https://mapledb.kr/search.php?q=9500176&t=mob,round,cute,9,1,2,둥글고 부드러운 외형에 귀여운 인상,https://maplestory.io/api/KMS/389/mob/9500176/render/stand,6,7,4,1,2,big,smile,blob,bright,"귀여운,둥글다,부드러운,밝은 색,친근한",부드럽고 귀여운 외형으로 사람 얼굴과의 매칭 가능성이 높음.
포장마차(변신전),9500178,https://mapledb.kr/search.php?q=9500178&t=mob,none,calm,2,1,1,부드러운 타원형 외형으로 차분한 인상,https://maplestory.io/api/KMS/389/mob/9500178/render/stand,1,1,10,1,1,none,none,object,neutral,"포장마차,상점,부드러운,차분한,타원형","사람 얼굴이 없는 형태로, 사람 닮은꼴 매칭에 적합하지 않음."
포장마차(변신후),9500179,https://mapledb.kr/search.php?q=9500179&t=mob,square,playful,4,2,6,각지고 단단하며 차분한 인상,https://maplestory.io/api/KMS/389/mob/9500179/render/stand,3,2,8,3,1,none,neutral,object,bright,"몬스터,포장마차,귀여운,기계,장난감","사람 얼굴과의 유사성은 낮지만, 기계적이고 장난스러운 형태로 독특한 매력을 지님."
수박파수꾼 호걸,9500182,https://mapledb.kr/search.php?q=9500182&t=mob,round,strong,3,2,8,각지고 단단하며 전투적인 인상,https://maplestory.io/api/KMS/389/mob/9500182/render/stand,5,7,2,8,1,sharp,neutral,animal,bright,"호걸,전투적,강력한,호랑이,귀여운,메이플스토리","강력한 인상을 주는 호랑이 형태의 몬스터로, 사람 얼굴과의 매칭 가능성이 중간 정도."
망가진 인형,9500187,https://mapledb.kr/search.php?q=9500187&t=mob,round,dark,4,8,5,둥글고 기괴한 외형에 음산한 인상,https://maplestory.io/api/KMS/389/mob/9500187/render/stand,3,6,7,2,1,none,neutral,object,cool,"기괴한,어두운,인형,괴물,음산한","사람 얼굴과의 유사성은 낮지만, 기괴한 외형으로 인해 독특한 매칭 가능성 존재."
부서진 인형,9500188,https://mapledb.kr/search.php?q=9500188&t=mob,round,mysterious,4,7,3,둥글고 기괴한 인상으로 음산한 느낌을 주는 외형,https://maplestory.io/api/KMS/389/mob/9500188/render/stand,3,5,6,1,1,none,neutral,object,dark,"부서진 인형,기괴한,음산한,둥글고,인형","부서진 인형은 기괴한 외형으로 사람 얼굴과의 닮은꼴 매칭이 낮지만, 독특한 특징으로 인해 특정 스타일의 사람과 연결될 수 있음."
선물상자,9500189,https://mapledb.kr/search.php?q=9500189&t=mob,square,playful,6,2,3,각지고 단단한 외형으로 차분한 느낌,https://maplestory.io/api/KMS/389/mob/9500189/render/stand,2,1,9,1,1,none,none,object,bright,"상자,장난감,귀여운,플레이풀,색색이","사람 얼굴과의 유사성은 낮지만, 장난감 같은 외형으로 귀여운 느낌을 줌."
삐에로 인형,9500190,https://mapledb.kr/search.php?q=9500190&t=mob,round,mysterious,4,7,3,둥글고 기괴한 표정으로 음산한 느낌을 주는 인형,https://maplestory.io/api/KMS/389/mob/9500190/render/stand,5,8,6,1,1,big,open,object,bright,"인형,기괴한,음산한,둥글고,표정,장난감",기괴한 표정과 둥근 형태로 사람 얼굴과의 매칭 가능성이 있음.
고스트,9500191,https://mapledb.kr/search.php?q=9500191&t=mob,round,playful,8,2,3,둥글고 약간 음산한 인상,https://maplestory.io/api/KMS/389/mob/9500191/render/stand,5,7,4,3,1,big,smile,blob,bright,"귀여운,신비로운,플레이풀,둥글다,밝은색",귀여운 외모와 둥근 형태로 사람 얼굴과의 매칭 가능성이 있음.
호박기사,9500192,https://mapledb.kr/search.php?q=9500192&t=mob,round,dark,4,8,7,각지고 단단하며 전투적인 인상,https://maplestory.io/api/KMS/389/mob/9500192/render/stand,3,2,5,2,1,none,angry,humanoid,dark,"호박,기사,전투적,어두운,신비로운","얼굴이 잘 보이지 않아 사람 닮은꼴 매칭이 낮지만, 전투적인 인상으로 강한 느낌을 줌."
파이어 스티드,9500193,https://mapledb.kr/search.php?q=9500193&t=mob,sharp,dark,2,8,7,각지고 단단하며 음산한 인상,https://maplestory.io/api/KMS/389/mob/9500193/render/stand,3,5,6,4,1,sharp,angry,animal,dark,"어두운,강력한,기계적,신비로운,공포",어두운 인상과 기계적인 요소로 인해 사람 얼굴과의 매칭이 낮음.
거울 유령,9500194,https://mapledb.kr/search.php?q=9500194&t=mob,round,mysterious,3,7,4,둥글고 기이한 외형이며 불확실한 분위기,https://maplestory.io/api/KMS/389/mob/9500194/render/stand,2,2,8,1,1,none,none,ghost,neutral,"유령,신비로운,둥글다,비현실적,어두운","사람의 얼굴이 보이지 않아 닮은꼴 매칭이 어렵지만, 신비로운 분위기를 가진 몬스터."
잭오랜턴,9500195,https://mapledb.kr/search.php?q=9500195&t=mob,round,dark,3,8,5,둥글고 무서운 표정으로 음산한 분위기,https://maplestory.io/api/KMS/389/mob/9500195/render/stand,4,6,7,1,1,none,angry,object,warm,"호박,할로윈,마법,무서운,몬스터","둥글고 무서운 표정으로 사람 얼굴과의 유사성이 낮지만, 특정 특징이 강조됨."
유령,9500196,https://mapledb.kr/search.php?q=9500196&t=mob,round,mysterious,3,7,2,"둥글고 기묘한 외형, 약간 음산한 분위기",https://maplestory.io/api/KMS/389/mob/9500196/render/stand,2,3,7,1,1,none,neutral,ghost,cool,"유령,신비로운,음산한,둥글고 기묘한,게임 몬스터","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수, 얼굴이 잘 보이지 않음."
Zoo 발록,9500200,https://mapledb.kr/search.php?q=9500200&t=mob,square,strong,2,8,9,각지고 단단하며 전투적인 인상,https://maplestory.io/api/KMS/389/mob/9500200/render/stand,4,6,2,3,1,none,angry,humanoid,dark,"강력한,어두운,전투적인,괴물,비행","강력하고 전투적인 인상을 주는 몬스터로, 사람 얼굴과의 유사성은 낮음."
Zoo 예티,9500201,https://mapledb.kr/search.php?q=9500201&t=mob,round,playful,7,2,5,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9500201/render/stand,4,3,6,5,1,none,neutral,blob,white,"귀여운,눈에 띄는,동물 같은,강한,플레이풀","무표정한 인상으로 사람 얼굴과의 매칭이 낮지만, 귀여운 느낌이 있어 일부 유사성 존재."
Zoo 화이트팽,9500202,https://mapledb.kr/search.php?q=9500202&t=mob,sharp,dark,3,8,6,각지고 단단하며 음산한 인상,https://maplestory.io/api/KMS/389/mob/9500202/render/stand,4,5,2,8,1,sharp,neutral,animal,neutral,"어두운,신비로운,동물,강력한,무서운","어두운 인상과 날카로운 특징으로 인해 사람 얼굴과의 매칭이 제한적이나, 특정 스타일의 사람과 유사할 수 있음."
Zoo 돼지,9500203,https://mapledb.kr/search.php?q=9500203&t=mob,round,cute,8,1,2,"둥글고 부드러운 외형, 귀엽고 순한 인상",https://maplestory.io/api/KMS/389/mob/9500203/render/stand,6,8,2,5,1,big,smile,animal,bright,"귀여운,동물,부드러운,둥글다,순한",귀엽고 둥근 외형으로 사람 얼굴과의 매칭 가능성이 높음.
Zoo 리본돼지,9500204,https://mapledb.kr/search.php?q=9500204&t=mob,round,cute,8,1,3,"둥글고 귀여운 외형, 순한 인상",https://maplestory.io/api/KMS/389/mob/9500204/render/stand,6,7,2,5,1,big,smile,animal,bright,"귀여운,동물,둥글다,순하다,메이플스토리",귀엽고 둥근 외형으로 사람 얼굴과의 매칭 가능성이 있음.
호박밭의 잭오랜턴,9500302,https://mapledb.kr/search.php?q=9500302&t=mob,round,dark,3,8,5,둥글지만 무서운 표정을 지닌 음산한 인상,https://maplestory.io/api/KMS/389/mob/9500302/render/stand,4,6,8,1,2,none,angry,object,warm,"호박,무서운,할로윈,마법,신비로운","어두운 분위기의 호박 형태로, 사람 얼굴과의 유사성은 낮지만 독특한 매력을 지님."
거울 유령2,9500303,https://mapledb.kr/search.php?q=9500303&t=mob,round,mysterious,3,7,4,둥글고 기묘하며 음산한 인상,https://maplestory.io/api/KMS/389/mob/9500303/render/stand,2,2,8,1,1,none,none,ghost,neutral,"유령,신비로운,둥글다,어두운,기묘한","사람 얼굴과의 유사성이 낮고, 주로 유령 같은 형상으로 인식됨."
거울 유령3,9500304,https://mapledb.kr/search.php?q=9500304&t=mob,round,mysterious,4,7,5,둥글고 기괴한 인상의 유령,https://maplestory.io/api/KMS/389/mob/9500304/render/stand,3,2,8,1,1,none,none,ghost,neutral,"유령,기괴함,신비로움,둥글다,어두운",사람 얼굴이 잘 보이지 않아 닮은꼴 매칭이 낮음.
꼬마 눈사람,9500317,https://mapledb.kr/search.php?q=9500317&t=mob,round,cute,9,1,2,둥글고 귀여운 인상,https://maplestory.io/api/KMS/389/mob/9500317/render/stand,6,8,3,1,1,big,smile,object,bright,"귀여운,눈사람,동글동글,크리스마스,유머러스","사람의 귀여운 인상과 비슷하지만, 눈사람 특성으로 인해 객체로 분류됨."
화난 눈사람,9500318,https://mapledb.kr/search.php?q=9500318&t=mob,round,dark,3,7,5,둥글고 눈빛이 무섭고 위협적인 인상,https://maplestory.io/api/KMS/389/mob/9500318/render/stand,4,7,8,1,1,angry,angry,blob,bright,"눈사람,위협적,겨울,화난,귀여운",눈사람의 둥글고 위협적인 인상으로 인해 사람 얼굴 닮은꼴 매칭이 낮음.
거대 눈사람,9500319,https://mapledb.kr/search.php?q=9500319&t=mob,round,calm,7,1,3,둥글고 차분한 인상,https://maplestory.io/api/KMS/389/mob/9500319/render/stand,4,3,8,1,1,none,neutral,blob,bright,"눈사람,귀여운,둥글다,차분한,겨울","사람의 얼굴 특징이 적어 닮은꼴 매칭이 낮지만, 귀여운 인상으로 일부 매칭 가능."
길잃은 루돌프,9500320,https://mapledb.kr/search.php?q=9500320&t=mob,round,cute,8,1,2,둥글고 귀여운 외형으로 순한 인상,https://maplestory.io/api/KMS/389/mob/9500320/render/stand,6,7,3,8,1,big,smile,animal,warm,"귀여운,동물,루돌프,순한,둥글다",귀엽고 둥근 외형으로 사람 얼굴과의 매칭 가능성이 높음.
눈사람,9500321,https://mapledb.kr/search.php?q=9500321&t=mob,round,cute,8,1,2,"둥글고 부드러운 외형, 귀엽고 순한 인상",https://maplestory.io/api/KMS/389/mob/9500321/render/stand,6,8,3,1,1,big,smile,blob,bright,"귀엽다,눈사람,동화적,겨울,순한",눈사람은 귀엽고 둥근 형태로 사람 얼굴과의 매칭이 가능하다.
치즈 창고 고양이,9500323,https://mapledb.kr/search.php?q=9500323&t=mob,round,cute,8,1,2,둥글고 부드러운 외형으로 귀여운 인상,https://maplestory.io/api/KMS/389/mob/9500323/render/stand,6,8,2,7,1,big,smile,animal,warm,"귀여운,고양이,동물,둥글고 부드러운,밝은 색상","귀여운 고양이 캐릭터로, 사람 얼굴과의 닮은꼴 매칭이 가능하지만 동물적인 특징이 강함."
크림슨발록,9500328,https://mapledb.kr/search.php?q=9500328&t=mob,sharp,dark,2,8,7,각지고 단단하며 전투적인 인상,https://maplestory.io/api/KMS/389/mob/9500328/render/stand,4,3,2,1,1,none,angry,humanoid,dark,"전투적,강력한,어두운,괴물,비행","강력하고 전투적인 인상을 주지만, 얼굴이 잘 보이지 않아 사람 닮은꼴 매칭 점수는 낮음."
프랑켄 로이드,9500335,https://mapledb.kr/search.php?q=9500335&t=mob,square,dark,3,8,7,각지고 단단하며 음산한 분위기를 지닌 모습,https://maplestory.io/api/KMS/389/mob/9500335/render/stand,5,6,4,1,1,none,neutral,humanoid,dark,"프랑켄슈타인,로봇,괴물,음산,강력","기계적 요소가 강해 사람 얼굴과의 유사성은 낮지만, 특정 특징이 사람과 연결될 수 있음."
박,9500400,https://mapledb.kr/search.php?q=9500400&t=mob,round,cute,8,1,2,"둥글고 부드러운 외형, 귀엽고 순한 인상",https://maplestory.io/api/KMS/389/mob/9500400/render/stand,3,2,8,1,1,none,none,object,neutral,"귀여운,둥글다,부드러운,식물형,단순한","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수, 주로 물체로 인식됨."
닭,9600001,https://mapledb.kr/search.php?q=9600001&t=mob,round,strong,3,5,7,둥글고 강한 인상이지만 무서운 표정으로 강하게 보임,https://maplestory.io/api/KMS/389/mob/9600001/render/stand,4,8,2,9,1,big,angry,animal,warm,"강한,무서운,동물,둥글다,눈이 크다","강한 인상과 무서운 표정으로 사람 얼굴과의 매칭이 낮지만, 동물적인 특징이 두드러짐."
오리,9600002,https://mapledb.kr/search.php?q=9600002&t=mob,round,cute,8,1,2,둥글고 말랑한 외형에 귀여운 인상,https://maplestory.io/api/KMS/389/mob/9600002/render/stand,6,8,3,7,1,big,smile,animal,bright,"귀여운,동물,둥글다,밝은색,유머러스",귀여운 외형과 큰 눈으로 사람 얼굴 닮은꼴 매칭에 적합함.
양,9600003,https://mapledb.kr/search.php?q=9600003&t=mob,round,dark,3,7,5,"둥글고 부드러운 외형이나, 무서운 표정으로 음산한 인상",https://maplestory.io/api/KMS/389/mob/9600003/render/stand,4,6,2,5,1,sharp,neutral,animal,neutral,"양,무서운,둥글고 부드러운,음산한,표정","둥글고 부드러운 외형이지만, 무서운 표정으로 사람 얼굴과의 매칭이 낮음."
염소,9600004,https://mapledb.kr/search.php?q=9600004&t=mob,round,cute,8,2,3,둥글고 귀여운 인상이며 부드러운 외형,https://maplestory.io/api/KMS/389/mob/9600004/render/stand,4,7,2,8,1,sleepy,smile,animal,bright,"귀여운,동물,부드러운,둥글다,유머러스","부드럽고 귀여운 인상으로 사람 얼굴과의 매칭이 다소 가능하지만, 동물적인 특징이 강함."
흑염소,9600005,https://mapledb.kr/search.php?q=9600005&t=mob,round,dark,3,8,6,각지고 단단하며 음산한 인상,https://maplestory.io/api/KMS/389/mob/9600005/render/stand,5,8,2,7,1,sharp,neutral,animal,dark,"흑염소,어두운,강력한,신비로운,동물",어두운 인상과 날카로운 눈매로 사람 얼굴과의 매칭 가능성이 있음.
소,9600006,https://mapledb.kr/search.php?q=9600006&t=mob,round,playful,7,1,4,둥글고 기괴한 표정을 짓고 있는 외형,https://maplestory.io/api/KMS/389/mob/9600006/render/stand,6,8,2,5,1,big,smile,animal,warm,"귀여운,동물,유머러스,둥글다,재미있다",둥글고 귀여운 표정으로 사람 얼굴과의 매칭이 가능하다.
쟁기소,9600007,https://mapledb.kr/search.php?q=9600007&t=mob,round,playful,7,2,5,둥글고 통통하지만 위협적인 인상,https://maplestory.io/api/KMS/389/mob/9600007/render/stand,6,8,3,7,1,big,smile,animal,warm,"귀여운,동물,유머러스,강한,위협적인",둥글고 통통한 외형이 사람의 귀여운 얼굴과 유사함.
검은 양,9600008,https://mapledb.kr/search.php?q=9600008&t=mob,round,dark,3,7,5,"둥글고 기괴한 인상으로, 음산한 분위기를 풍김",https://maplestory.io/api/KMS/389/mob/9600008/render/stand,4,6,2,5,1,sharp,neutral,animal,dark,"음산한,기괴한,둥글고,강한,양","어두운 분위기를 가진 둥근 형태의 몬스터로, 사람 얼굴과의 유사성은 낮지만 특정 특징이 드러남."
